date,open,high,low,close,volume
2001-01-02,-4.6922,-4.5122,-4.9322,-4.9322,398500.0
2001-01-03,-4.7872,-4.7872,-5.4422,-5.4422,519100.0
2001-01-04,-5.6272,-5.4422,-6.0372,-5.9422,386500.0
2001-01-05,-5.9422,-5.4722,-5.9422,-5.6072,424600.0
2001-01-08,-5.4122,-5.4122,-5.7222,-5.6622,371600.0
2001-01-09,-5.5672,-5.5672,-6.0272,-5.9822,132000.0
2001-01-10,-5.8772,-5.8322,-6.0222,-5.8772,127600.0
2001-01-11,-5.8472,-5.5672,-5.8472,-5.7072,48600.0
2001-01-12,-5.8772,-5.6672,-5.9122,-5.8072,30100.0
2001-01-16,-5.6622,-5.6272,-5.9122,-5.8172,33400.0
2001-01-17,-5.6272,-5.6272,-6.0372,-5.8972,95700.0
2001-01-18,-6.0372,-5.9422,-6.3172,-6.1922,372000.0
2001-01-19,-6.4122,-6.1622,-6.4722,-6.2622,321900.0
2001-01-22,-6.1622,-6.0672,-6.2622,-6.0972,39400.0
2001-01-23,-6.0372,-5.8272,-6.1122,-5.8572,61700.0
2001-01-24,-5.7222,-5.7222,-5.9122,-5.8722,47300.0
2001-01-25,-5.7222,-5.3572,-5.7222,-5.4022,112800.0
2001-01-26,-5.3472,-5.2322,-5.6922,-5.6772,172200.0
2001-01-29,-5.6172,-5.6172,-5.8072,-5.8072,63200.0
2001-01-30,-5.6822,-5.6322,-5.9222,-5.6722,186600.0
2001-01-31,-5.5672,-5.4672,-5.6672,-5.5022,99000.0
2001-02-01,-5.5022,-5.5022,-5.7922,-5.7072,346100.0
2001-02-02,-5.5972,-5.4122,-5.6022,-5.4422,176500.0
2001-02-05,-5.3172,-5.0722,-5.3172,-5.1172,204300.0
2001-02-06,-5.1022,-4.9722,-5.3172,-5.0122,72500.0
2001-02-07,-4.9972,-4.8322,-5.1622,-4.9672,103100.0
2001-02-08,-4.9222,-4.7872,-4.9822,-4.8772,39200.0
2001-02-09,-4.8422,-4.5472,-4.8422,-4.6072,241500.0
2001-02-12,-4.7672,-4.6822,-4.8422,-4.8322,295500.0
2001-02-13,-4.8672,-4.8022,-4.9672,-4.8672,1013900.0
2001-02-14,-4.8322,-4.7622,-5.0022,-4.9872,83600.0
2001-02-15,-5.2672,-5.1672,-5.3672,-5.2022,554600.0
2001-02-16,-5.0122,-4.9372,-5.1922,-5.0572,57300.0
2001-02-20,-5.0422,-4.9172,-5.1522,-5.1522,374900.0
2001-02-21,-5.0772,-4.9622,-5.2622,-5.2622,94900.0
2001-02-22,-5.1922,-5.1222,-5.4422,-5.3422,210000.0
2001-02-23,-5.3872,-5.3472,-5.7172,-5.5472,341300.0
2001-02-26,-5.5922,-5.3522,-5.5922,-5.3722,340600.0
2001-02-27,-5.3172,-5.2272,-5.4922,-5.4722,40500.0
2001-02-28,-5.4022,-5.4022,-5.6972,-5.6972,23500.0
2001-03-01,-5.6422,-5.4572,-5.6422,-5.5172,164100.0
2001-03-02,-5.3672,-5.1322,-5.3972,-5.1522,78800.0
2001-03-05,-5.2472,-4.9772,-5.2472,-5.0622,1607900.0
2001-03-06,-5.0172,-4.8722,-5.0222,-4.9772,95900.0
2001-03-07,-4.8672,-4.6122,-4.8672,-4.6222,233400.0
2001-03-08,-4.5722,-4.4522,-4.7372,-4.4522,152800.0
2001-03-09,-4.3972,-4.3922,-4.6672,-4.5322,239500.0
2001-03-12,-4.7922,-4.7472,-5.0972,-5.0972,1411200.0
2001-03-13,-5.2672,-5.1922,-5.4572,-5.2922,152400.0
2001-03-14,-5.6172,-5.3222,-5.6172,-5.5372,109100.0
2001-03-15,-5.4172,-5.3272,-5.6172,-5.5272,79700.0
2001-03-16,-5.4987,-5.4987,-5.8037,-5.7937,223000.0
2001-03-19,-5.7437,-5.4487,-5.7437,-5.5937,241300.0
2001-03-20,-5.5387,-5.2987,-5.5387,-5.4537,488300.0
2001-03-21,-5.4887,-5.4887,-5.9387,-5.9137,350800.0
2001-03-22,-6.0637,-6.0637,-6.7937,-6.3737,266600.0
2001-03-23,-6.3587,-6.1487,-6.3787,-6.2537,440000.0
2001-03-26,-5.9437,-5.9437,-6.1337,-6.0537,52900.0
2001-03-27,-5.9687,-5.8687,-6.1187,-5.9687,99500.0
