date,Close,MA5,MA20
2026-01-29,334.98,335.156,348.7585
2026-01-30,343.09,335.756,347.89549999999997
2026-02-02,342.07,337.142,346.4695
2026-02-03,341.0,338.84399999999994,345.16549999999995
2026-02-04,358.12,343.852,344.8665
2026-02-05,356.03,348.062,344.553
2026-02-06,362.2,351.884,344.54699999999997
2026-02-09,361.91,355.852,344.904
2026-02-10,358.06,359.264,345.2025
2026-02-11,361.09,359.858,345.9035
2026-02-12,368.96,362.444,347.0095
2026-02-13,358.43,361.68999999999994,347.6605
2026-02-24,355.04,360.31600000000003,348.313
2026-02-25,355.27,359.758,348.942
2026-02-26,339.09,355.358,348.75149999999996
2026-02-27,335.1,348.58599999999996,348.562
2026-03-02,333.31,343.562,348.223
2026-03-03,337.16,339.986,348.324
2026-03-04,331.99,335.33000000000004,348.299
2026-03-05,343.34,336.18,348.812
2026-03-06,347.86,338.732,349.456
2026-03-09,350.59,342.188,349.831
2026-03-10,369.39,348.634,351.197
2026-03-11,389.89,360.21399999999994,353.6415
2026-03-12,388.59,369.264,355.165
2026-03-13,390.09,377.71,356.868
2026-03-16,401.49,387.89,358.8325
2026-03-17,398.09,393.63,360.6415
2026-03-18,395.11,394.674,362.49399999999997
2026-03-19,393.59,395.674,364.119
2026-03-20,406.09,398.87399999999997,365.9755
2026-03-23,395.08,397.592,367.808
2026-03-24,390.08,395.99,369.56
2026-03-25,390.9,395.14799999999997,371.34149999999994
2026-03-26,395.59,395.54799999999994,374.1665
2026-03-27,409.27,396.184,377.875
2026-03-30,406.09,398.386,381.514
2026-03-31,394.79,399.328,384.39549999999997
2026-04-01,398.8,400.908,387.736
2026-04-02,394.26,400.64199999999994,390.282
2026-04-03,379.55,394.69800000000004,391.8665
2026-04-07,377.68,389.01599999999996,393.221
2026-04-08,384.39,386.93600000000004,393.97099999999995
2026-04-09,383.08,383.79200000000003,393.6305
2026-04-10,409.09,386.758,394.65549999999996
2026-04-13,420.22,394.89199999999994,396.162
2026-04-14,423.88,404.132,397.2815
2026-04-15,424.09,412.07199999999995,398.5815
2026-04-16,447.07,424.87,401.1795
2026-04-17,437.29,430.51000000000005,403.3645
2026-04-20,425.59,431.584,404.3395
2026-04-21,440.69,434.946,406.62
2026-04-22,436.35,437.39799999999997,408.9335
2026-04-23,438.9,435.764,411.3335
2026-04-24,444.9,437.28600000000006,413.799
2026-04-27,434.88,439.14399999999995,415.0795
2026-04-28,427.67,436.53999999999996,416.1585
2026-04-29,445.0,438.27,418.669
2026-04-30,436.0,437.68999999999994,420.529
2026-05-06,460.0,440.71000000000004,423.816
2026-05-07,451.64,444.062,427.4205
2026-05-08,437.0,445.928,430.38649999999996
2026-05-11,446.11,446.15,433.4725
2026-05-12,431.25,445.2,435.88100000000003
2026-05-13,434.05,440.01000000000005,437.129
2026-05-14,427.0,435.082,437.468
2026-05-15,423.6,432.40200000000004,437.454
2026-05-18,417.23,426.62600000000003,437.111
2026-05-19,417.92,423.96000000000004,435.6535
2026-05-20,414.75,420.1,434.52649999999994
2026-05-21,411.63,417.026,433.8285000000001
2026-05-22,411.16,414.538,432.35200000000003
2026-05-25,402.88,411.668,430.6785
2026-05-26,402.5,408.584,428.8585
