Date,Close,MA5,MA20,signal,position,position_change,action,ret,strategy_ret,buyhold_ret,SPY_Close,market_ret,nav_strategy,nav_buyhold,nav_market
2021-07-20,18.54784393310547,,,0,0,0.0,,0.0,0.0,0.0,402.8820190429688,0.0,1.0,1.0,1.0
2021-07-21,19.34308815002441,,,0,0,0.0,,0.04287529158575332,0.0,0.04287529158575332,406.1437683105469,0.00809604080948123,1.0,1.0428752915857533,1.0080960408094812
2021-07-22,19.526464462280277,,,0,0,0.0,,0.009480198344421709,0.0,0.009480198344421709,406.9942932128906,0.0020941473653079967,1.0,1.052761956198483,1.0102071424773198
2021-07-23,19.490589141845703,,,0,0,0.0,,-0.0018372665724445403,-0.0,-0.0018372665724445403,411.1814270019531,0.010287942260832406,1.0,1.0508277518476181,1.020600095230607
2021-07-26,19.22749710083008,19.227096557617188,,0,0,0.0,,-0.013498413983329516,-0.0,-0.013498413983329516,412.19085693359375,0.002454950212612106,1.0,1.0366432438280075,1.0231056176513853
2021-07-27,19.141788482666016,19.345885467529296,,0,0,0.0,,-0.004457606609669762,-0.0,-0.004457606609669762,410.3122253417969,-0.004557674097316333,1.0,1.0320222960524503,1.0184426356789968
2021-07-28,19.435773849487305,19.364422607421876,,0,0,0.0,,0.015358301920821438,0.0,0.015358301920821438,410.1440124511719,-0.0004099631457115116,1.0,1.0478724060642433,1.018025111732347
2021-07-29,19.594226837158203,19.377975082397462,,0,0,0.0,,0.008152646192427282,0.0,0.008152646192427282,411.8450317382813,0.004147370766047542,1.0,1.0564153390456925,1.022247239319848
2021-07-30,19.431785583496094,19.36621437072754,,0,0,0.0,,-0.008290260953499717,-0.0,-0.008290260953499717,409.8448791503906,-0.004856566023022313,1.0,1.0476573802097238,1.017282628110239
2021-08-02,19.681921005249023,19.457099151611327,,0,0,0.0,,0.012872487743245564,0.0,0.012872487743245564,408.985107421875,-0.002097797904167864,1.0,1.0611433369955943,1.0151485747450428
2021-08-03,19.74669647216797,19.57808074951172,,0,0,0.0,,0.003291115074675499,0.0,0.003291115074675499,412.3123474121094,0.008135357326843451,1.0,1.064635681828372,1.0234071711404296
2021-08-04,20.20411872863769,19.731749725341796,,0,0,0.0,,0.023164495241745353,0.0,0.023164495241745353,410.2843017578125,-0.004918711911069296,1.0,1.0892974300142777,1.0183733260978673
2021-08-05,20.56586456298828,19.92607727050781,,0,0,0.0,,0.017904558927276826,0.0,0.017904558927276826,412.8824462890625,0.006332546773343717,1.0,1.1088008200392996,1.0248222228181076
2021-08-06,20.295799255371094,20.098880004882812,,0,0,0.0,,-0.013131726448457504,-0.0,-0.013131726448457504,413.5647583007813,0.0016525575689916305,1.0,1.094240350984718,1.0265158005392965
2021-08-09,20.225048065185547,20.207505416870116,,0,0,0.0,,-0.0034860016743032407,-0.0,-0.0034860016743032407,413.2283325195313,-0.0008134778761911265,1.0,1.0904258272890952,1.0256807526459972
2021-08-10,19.867280960083008,20.231622314453126,,0,0,0.0,,-0.017689308027820316,-0.0,-0.017689308027820316,413.7423095703125,0.0012438088348090126,1.0,1.0711369489486875,1.0269565034278318
2021-08-11,19.63109970092773,20.117018508911134,,0,0,0.0,,-0.011887950828792793,-0.0,-0.011887950828792793,414.77044677734375,0.002484969951704885,1.0,1.0584033255686824,1.029508459480558
2021-08-12,19.836389541625977,19.971123504638673,,0,0,0.0,,0.010457378538429207,0.0,0.010457378538429207,416.0134887695313,0.002996939636962237,1.0,1.0694714497904865,1.0325938341893632
2021-08-13,20.118410110473636,19.93564567565918,,0,0,0.0,,0.01421733366628275,0.0,0.01421733366628275,416.7705993652344,0.0018199183827967147,1.0,1.084676482238721,1.034473070690167
2021-08-16,19.88123321533203,19.866882705688475,19.689645957946777,1,0,0.0,,-0.011789047635435757,-0.0,-0.011789047635435757,417.751953125,0.002354661680215253,1.0,1.0718891795205718,1.0369089047889357
2021-08-17,19.39093017578125,19.771612548828124,19.731800270080566,1,1,1.0,买入,-0.024661600929899552,-0.024661600929899552,-0.024661600929899552,415.0134582519531,-0.006555313153084108,0.9753383990701004,1.0454546763341581,1.0301116422068228
2021-08-18,18.974367141723636,19.640266036987306,19.71336421966553,0,1,0.0,,-0.02148236470769671,-0.02148236470769671,-0.02148236470769671,410.47113037109375,-0.010945013446050145,0.9543858238678555,1.0229958376917807,1.0188370564319364
2021-08-19,19.729759216308597,19.61893997192383,19.723528957366945,0,0,-1.0,卖出,0.03981118679441442,0.0,0.03981118679441442,411.1067199707031,0.001548439226492615,0.9543858238678555,1.0637225160760366,1.02041466369552
2021-08-20,20.74424934387207,19.744107818603517,19.78621196746826,0,0,0.0,,0.05141928578250954,0.0,0.05141928578250954,414.37786865234375,0.007956933133746347,0.9543858238678555,1.1184183681234405,1.0285340349432395
2021-08-23,21.88231086730957,20.144323348999023,19.918952655792236,1,0,0.0,,0.05486154280987221,0.0,0.05486154280987221,418.0229187011719,0.008796439975625958,0.9543858238678555,1.179776525305592,1.037581472844506
