Date,Close,MA5,MA20,signal,position,position_change,action
2025-07-21,171.1520538330078,,,0,0,0.0,
2025-07-22,166.80784606933594,,,0,0,0.0,
2025-07-23,170.55284118652344,,,0,0,0.0,
2025-07-24,173.5089111328125,,,0,0,0.0,
2025-07-25,173.26922607421875,171.05817565917968,,0,0,0.0,
2025-07-28,176.514892578125,172.13074340820313,,0,0,0.0,
2025-07-29,175.2765655517578,173.8244873046875,,0,0,0.0,
2025-07-30,179.03155517578125,175.52023010253907,,0,0,0.0,
2025-07-31,177.63340759277344,176.34512939453126,,0,0,0.0,
2025-08-01,173.4889373779297,176.38907165527343,,0,0,0.0,
2025-08-04,179.76058959960938,177.0382110595703,,0,0,0.0,
2025-08-05,178.02288818359375,177.5874755859375,,0,0,0.0,
2025-08-06,179.1813507080078,177.6174346923828,,0,0,0.0,
2025-08-07,180.5295562744141,178.19666442871093,,0,0,0.0,
2025-08-08,182.4569854736328,179.99027404785156,,0,0,0.0,
2025-08-11,181.8178253173828,180.40172119140624,,0,0,0.0,
2025-08-12,182.9163818359375,181.380419921875,,0,0,0.0,
2025-08-13,181.34844970703125,181.8138397216797,,0,0,0.0,
2025-08-14,181.7778778076172,182.06350402832032,,0,0,0.0,
2025-08-15,180.20997619628903,181.61410217285157,177.26290588378907,1,0,0.0,
2025-08-18,181.76788330078125,181.60411376953124,177.79369735717773,1,1,1.0,买入
2025-08-19,175.4063720703125,180.10211181640625,178.22362365722657,1,1,0.0,
2025-08-20,175.16668701171875,178.86575927734376,178.45431594848634,1,1,0.0,
2025-08-21,174.7472381591797,177.45963134765626,178.5162322998047,0,1,0.0,
2025-08-22,177.75326538085938,176.96828918457032,178.7404342651367,0,0,-1.0,卖出
2025-08-25,179.57083129882812,176.52887878417968,178.8932312011719,0,0,0.0,
2025-08-26,181.5282287597656,177.7532501220703,179.20581436157227,0,0,0.0,
2025-08-27,181.3584442138672,178.9916015625,179.32215881347656,0,0,0.0,
2025-08-28,179.93035888671875,180.02822570800782,179.43700637817383,1,0,0.0,
2025-08-29,173.94830322265625,179.2672332763672,179.45997467041016,0,1,1.0,买入
2025-09-02,170.55284118652344,177.46363525390626,178.99958724975585,0,0,-1.0,卖出
2025-09-03,170.39306640625,175.23660278320312,178.61809616088868,0,0,0.0,
2025-09-04,171.4316864013672,173.25125122070312,178.23061294555663,0,0,0.0,
2025-09-05,166.79786682128906,170.6247528076172,177.54402847290038,0,0,0.0,
2025-09-08,168.08612060546875,169.4523162841797,176.8254852294922,0,0,0.0,
2025-09-09,170.53285217285156,169.4483184814453,176.26123657226563,0,0,0.0,
2025-09-10,177.09413146972656,170.7885314941406,175.9701240539551,0,0,0.0,
2025-09-11,176.9443359375,171.89106140136718,175.74991836547852,0,0,0.0,
2025-09-12,177.59349060058594,174.05018615722656,175.54069900512695,0,0,0.0,
2025-09-15,177.52357482910156,175.93767700195312,175.40637893676757,1,0,0.0,
2025-09-16,174.65724182128906,176.76255493164064,175.05084686279298,1,1,1.0,买入
2025-09-17,170.0730743408203,175.35834350585938,174.78418197631837,1,1,0.0,
2025-09-18,176.01551818847656,175.17257995605468,174.82662353515624,1,1,0.0,
2025-09-19,176.4449462890625,174.94287109375,174.9115089416504,1,1,0.0,
2025-09-22,183.3761138916016,176.11337890625,175.1926513671875,1,1,0.0,
2025-09-23,178.2027130126953,176.82247314453124,175.12424545288087,1,1,0.0,
2025-09-24,176.74456787109375,178.15677185058593,174.88506240844725,1,1,0.0,
2025-09-25,177.4636688232422,178.44640197753907,174.69032363891603,1,1,0.0,
2025-09-26,177.96302795410156,178.75001831054686,174.59195709228516,1,1,0.0,
2025-09-29,181.61837768554688,178.39847106933593,174.9754608154297,1,1,0.0,
2025-09-30,186.3423309326172,180.02639465332032,175.7649353027344,1,1,0.0,
2025-10-01,187.00149536132807,182.0777801513672,176.5953567504883,1,1,0.0,
2025-10-02,188.6493988037109,184.3149261474609,177.45624237060548,1,1,0.0,
2025-10-03,187.3809967041016,186.19851989746093,178.4853988647461,1,1,0.0,
2025-10-06,185.30364990234372,186.9355743408203,179.34627532958984,1,1,0.0,
2025-10-07,184.8042907714844,186.62796630859376,180.0598472595215,1,1,0.0,
2025-10-08,188.86911010742188,187.0014892578125,180.64859619140626,1,1,0.0,
2025-10-09,192.32470703125,187.7365509033203,181.41761474609376,1,1,0.0,
2025-10-10,182.92669677734372,186.84569091796874,181.68427505493165,1,1,0.0,
2025-10-13,188.0801239013672,187.40098571777344,182.21210250854492,1,1,0.0,
2025-10-14,179.8006591796875,186.40025939941407,182.46927337646486,1,1,0.0,
2025-10-15,179.60093688964844,184.54662475585937,182.94566650390624,1,1,0.0,
2025-10-16,181.5784149169922,182.39736633300782,183.22381134033202,0,1,0.0,
2025-10-17,182.9866180419922,182.4093505859375,183.5508949279785,0,0,-1.0,卖出
2025-10-20,182.4073486328125,181.27479553222656,183.50245666503906,0,0,0.0,
2025-10-21,180.92922973632807,181.5005096435547,183.6387825012207,0,0,0.0,
2025-10-22,180.05035400390625,181.59039306640625,183.80407180786133,0,0,0.0,
2025-10-23,181.92796325683597,181.660302734375,184.02728652954102,0,0,0.0,
2025-10-24,186.0227203369141,182.26752319335938,184.43027114868164,0,0,0.0,
2025-10-27,191.2460784912109,184.03526916503907,184.91165618896486,0,0,0.0,
2025-10-28,200.77394104003903,188.00421142578125,185.63323669433595,1,0,0.0,
2025-10-29,206.7762756347656,193.34939575195312,186.62197570800782,1,1,1.0,买入
2025-10-30,202.63156127929688,197.4901153564453,187.32108383178712,1,1,0.0,
2025-10-31,202.2320709228516,200.73198547363282,188.06363754272462,1,1,0.0,
2025-11-03,206.6164703369141,203.80606384277343,189.12927856445313,1,1,0.0,
2025-11-04,198.43690490722656,203.33865661621093,189.81090927124023,1,1,0.0,
2025-11-05,194.9613494873047,200.97567138671874,190.1155212402344,1,1,0.0,
2025-11-06,187.8404235839844,198.01744384765624,189.89130706787108,1,1,0.0,
2025-11-07,187.91033935546875,195.1530975341797,190.14048919677734,1,1,0.0,
2025-11-10,198.7964630126953,193.58909606933594,190.67630615234376,1,1,0.0,
2025-11-11,192.91395568847656,192.48450622558593,191.33197097778321,1,1,0.0,
2025-11-12,193.5531463623047,192.20286560058594,192.02958145141602,1,1,0.0,
2025-11-13,186.62196350097656,191.95917358398438,192.28175888061523,0,1,0.0,
2025-11-14,189.92776489257807,192.36265869140624,192.62881622314453,0,0,-1.0,卖出
2025-11-17,186.3623046875,189.87582702636718,192.8265640258789,0,0,0.0,
2025-11-18,181.1289825439453,187.51883239746093,192.83655166625977,0,0,0.0,
2025-11-19,186.2823944091797,186.06468200683594,193.14815368652344,0,0,0.0,
2025-11-20,180.40989685058597,184.8222686767578,193.07225036621094,0,0,0.0,
2025-11-21,178.6521453857422,182.56714477539063,192.70372161865234,0,0,0.0,
2025-11-24,182.3174743652344,181.7581787109375,192.2572914123535,0,0,0.0,
2025-11-25,177.59349060058594,181.05108032226562,191.09826889038087,0,0,0.0,
2025-11-26,180.03038024902344,179.80067749023436,189.76097412109374,0,0,0.0,
2025-11-28,176.7745361328125,179.0736053466797,188.46812286376954,0,0,0.0,
2025-12-01,179.69082641601562,179.28134155273438,187.34106063842773,0,0,0.0,
2025-12-02,181.22885131835935,179.06361694335936,186.0716796875,0,0,0.0,
2025-12-03,179.36123657226562,179.41716613769532,185.11789627075194,0,0,0.0,
2025-12-04,183.1566162109375,180.04241333007812,184.52765960693358,0,0,0.0,
2025-12-05,182.1877899169922,181.12506408691405,184.245027923584,0,0,0.0,
2025-12-08,185.323974609375,182.25169372558594,184.1157096862793,0,0,0.0,
2025-12-09,184.7446746826172,182.9548583984375,183.4131202697754,0,0,0.0,
2025-12-10,183.55612182617188,183.79383544921876,182.94522857666016,1,0,0.0,
2025-12-11,180.70957946777344,183.30442810058594,182.30305023193358,1,1,1.0,买入
2025-12-12,174.80679321289062,181.82822875976564,181.7122917175293,1,1,0.0,
2025-12-15,176.0752410888672,179.97848205566407,181.01966552734376,0,1,0.0,
2025-12-16,177.50350952148438,178.5302490234375,180.57672576904298,0,0,-1.0,卖出
2025-12-17,170.7317657470703,175.9653778076172,180.0568649291992,0,0,0.0,
