date,open,high,low,close,volume
2023-06-28,40.318,41.503,40.176,40.775,58263927.0
2023-06-29,41.216,41.258,40.258,40.48,38051430.0
2023-06-30,41.338,42.208,41.159,41.96,50114775.0
2023-07-03,42.175,42.556,41.86,42.071,19820919.0
2023-07-05,41.793,42.835,41.743,41.975,32361756.0
2023-07-06,41.502,41.837,41.004,41.761,30413879.0
2023-07-07,41.98,42.872,41.838,42.161,35588147.0
2023-07-10,42.315,42.469,41.307,41.838,35390811.0
2023-07-11,42.139,42.416,41.725,42.063,29824406.0
2023-07-12,42.691,43.593,42.435,43.56,48127702.0
2023-07-13,44.176,45.813,44.15,45.635,47820369.0
2023-07-14,46.241,47.746,44.718,45.127,77207533.0
2023-07-17,45.947,46.154,44.92,46.119,51048822.0
2023-07-18,46.359,47.554,45.392,47.152,57019042.0
2023-07-19,47.122,47.476,46.4,46.735,42750179.0
2023-07-20,46.165,46.745,44.72,45.178,53786451.0
2023-07-21,45.446,45.524,43.758,43.967,96376863.0
2023-07-24,44.389,44.767,43.698,44.27,38309974.0
2023-07-25,44.599,45.841,44.581,45.337,34808091.0
2023-07-26,45.679,45.711,44.288,45.11,36423726.0
2023-07-27,46.177,47.053,45.408,45.558,45597552.0
2023-07-28,46.326,46.685,46.039,46.408,33119424.0
2023-07-31,46.412,46.788,46.164,46.387,25105528.0
2023-08-01,46.118,46.558,45.685,46.165,23927597.0
2023-08-02,45.489,45.498,43.045,43.927,53014157.0
2023-08-03,43.458,44.776,43.458,44.173,32507660.0
2023-08-04,44.643,45.3,44.051,44.338,36266618.0
2023-08-07,44.769,45.198,44.221,45.075,32215354.0
2023-08-08,44.511,44.9,43.714,44.322,35384343.0
2023-08-09,43.932,43.97,41.792,42.212,58644907.0
2023-08-10,41.818,43.232,41.493,42.046,49270530.0
2023-08-11,41.409,41.676,40.297,40.513,53308526.0
2023-08-14,40.144,43.458,39.969,43.411,69028583.0
2023-08-15,44.218,44.926,43.368,43.598,67651151.0
2023-08-16,44.178,44.333,43.064,43.144,52745068.0
