Price,Close,High,Low,Open,Volume
Ticker,COIN,COIN,COIN,COIN,COIN
Date,,,,,
2025-07-28,379.489990234375,395.3900146484375,375.260009765625,394.6199951171875,11270400
2025-07-29,371.44000244140625,384.7799987792969,365.739990234375,383.5899963378906,9334700
2025-07-30,377.4800109863281,386.5799865722656,372.7099914550781,382.95001220703125,11100000
2025-07-31,377.760009765625,387.1400146484375,376.8299865722656,382.8900146484375,12371200
2025-08-01,314.69000244140625,337.5799865722656,310.54998779296875,335.1400146484375,31342200
2025-08-04,318.1700134277344,324.0,311.0,319.5400085449219,12106400
2025-08-05,297.989990234375,312.8500061035156,297.20001220703125,307.1099853515625,16863900
2025-08-06,303.5799865722656,304.7699890136719,293.30999755859375,297.54998779296875,15982700
2025-08-07,310.7900085449219,317.94000244140625,306.9800109863281,311.2300109863281,13857200
2025-08-08,310.5400085449219,313.70001220703125,301.2300109863281,311.44000244140625,9253800
2025-08-11,319.6199951171875,333.6600036621094,318.79998779296875,322.1000061035156,14664400
2025-08-12,322.6199951171875,329.8599853515625,314.1600036621094,329.3500061035156,9947800
2025-08-13,327.010009765625,345.3900146484375,321.5299987792969,328.2099914550781,15399800
2025-08-14,324.8900146484375,327.45001220703125,316.79998779296875,320.489990234375,9403600
2025-08-15,317.54998779296875,323.3999938964844,314.55999755859375,322.8500061035156,7881200
2025-08-18,320.7300109863281,324.2900085449219,307.1099853515625,311.4800109863281,8798800
2025-08-19,302.07000732421875,322.5899963378906,301.45001220703125,320.69000244140625,10327700
2025-08-20,304.3900146484375,306.45001220703125,291.4599914550781,304.2699890136719,8570300
2025-08-21,300.2799987792969,305.0,297.79998779296875,301.4200134277344,5743400
2025-08-22,319.8500061035156,322.260009765625,297.19000244140625,300.5899963378906,13029200
2025-08-25,306.0,315.5899963378906,305.1000061035156,312.17999267578125,8473900
2025-08-26,308.4800109863281,309.20001220703125,300.3699951171875,304.0,7745400
2025-08-27,308.9700012207031,312.4100036621094,306.69000244140625,307.2099914550781,5746300
2025-08-28,308.4700012207031,315.95001220703125,306.0,312.55999755859375,6292500
2025-08-29,304.5400085449219,308.2200012207031,301.5,306.19000244140625,6611400
2025-09-02,303.55999755859375,310.4100036621094,295.3999938964844,299.9700012207031,6814900
2025-09-03,302.30999755859375,308.3699951171875,301.1499938964844,305.010009765625,5220800
2025-09-04,306.79998779296875,307.7699890136719,300.010009765625,301.9599914550781,6211800
2025-09-05,299.07000732421875,315.739990234375,292.55999755859375,313.8500061035156,11367000
2025-09-08,302.20001220703125,306.6000061035156,297.1499938964844,301.8800048828125,8824100
2025-09-09,318.7799987792969,319.3900146484375,303.6000061035156,303.7699890136719,10361300
2025-09-10,315.3399963378906,328.6700134277344,312.5299987792969,321.3999938964844,8664800
2025-09-11,323.95001220703125,326.0,315.5299987792969,319.0,7702700
2025-09-12,323.0400085449219,329.489990234375,319.79998779296875,328.0299987792969,6929400
2025-09-15,327.0199890136719,328.44000244140625,320.9599914550781,322.8699951171875,6896900
2025-09-16,327.9100036621094,333.6000061035156,321.29998779296875,332.25,7434900
2025-09-17,320.55999755859375,328.489990234375,311.29998779296875,325.9599914550781,8921200
2025-09-18,343.1300048828125,351.8900146484375,323.5199890136719,325.82000732421875,17324500
2025-09-19,342.4599914550781,349.70001220703125,337.6600036621094,342.760009765625,13272100
